SP1,SP2,SP3,SP5,SP6,FS1,FS2,EPS1,TS1,TS2,TS3,TS4,VS1,CP,SE,label
158.4,126.88,5.187,8.515,8.465,15.58,9.167,2695.4,53.992,58.305,56.117,49.824,0.755,1.552,35.26,19.839
141.88,116.51,2.047,8.489,8.425,7.679,9.169,2238.4,53.906,58.301,56.16,49.832,0.721,1.548,66.079,19.824
141.39,116.25,2.023,8.474,8.423,7.485,9.186,2222.4,53.906,58.301,56.125,49.75,0.705,1.573,66.079,20.069
141.53,116.27,2.031,8.482,8.418,7.419,9.171,2221.2,53.988,58.32,56.125,49.746,0.694,1.57,65.163,20.091
141.36,116.14,2.008,8.488,8.432,7.429,9.161,2221.2,54.043,58.371,56.117,49.754,0.678,1.568,65.163,20.128
141.32,116.1,1.992,8.514,8.459,7.449,9.163,2221.2,54.152,58.437,56.105,49.746,0.677,1.572,64.739,20.109
141.45,116.09,1.883,8.502,8.448,7.439,9.148,2220.2,54.258,58.437,56.113,49.84,0.68,1.542,64.739,19.844
141.23,115.93,1.922,8.524,8.467,7.339,9.17,2218.2,54.23,58.492,56.102,49.832,0.67,1.551,64.753,19.842
141.21,115.86,1.937,8.474,8.41,7.401,9.178,2218.4,54.332,58.535,56.156,49.918,0.671,1.544,64.753,19.657
141.28,115.81,1.977,8.472,8.412,4.909,9.161,2217.6,54.414,58.574,56.16,49.934,0.69,1.542,12.306,19.672
183.13,159.34,0.914,8.484,8.429,1.043,9.169,2643.8,54.457,58.547,56.156,49.852,0.722,1.562,12.306,19.953
188.81,165.36,0.711,8.515,8.457,1.096,9.15,2855.4,54.496,58.559,56.156,49.852,0.731,1.564,10.614,19.941
188.53,164.86,0.742,8.517,8.458,1.105,9.167,2855.6,54.48,58.508,56.16,49.766,0.759,1.581,10.614,20.195
188.69,165,0.719,8.51,8.454,1.096,9.174,2856.8,54.492,58.465,56.152,49.762,0.768,1.579,10.647,20.188
188.5,165.18,0.781,8.487,8.429,1.102,9.16,2856.6,54.484,58.414,56.25,49.766,0.77,1.607,10.647,20.396
188.73,165.14,0.695,8.491,8.42,1.109,9.205,2857.6,54.5,58.395,56.25,49.773,0.769,1.602,10.671,20.413
188.62,165.24,0.961,8.505,8.458,1.107,9.194,2858,54.508,58.332,56.246,49.766,0.776,1.602,10.671,20.406
188.51,165.48,0.82,8.523,8.456,1.107,9.186,2859.4,54.484,58.305,56.254,49.852,0.778,1.591,10.688,20.226
188.51,165,0.727,8.528,8.479,1.115,9.153,2859.2,54.566,58.32,56.246,49.922,0.779,1.561,10.688,19.919
188.61,164.86,0.797,8.528,8.474,1.078,9.181,2856.6,54.59,58.305,56.156,49.922,0.777,1.547,10.215,19.736
188.62,165.4,0.453,8.495,8.44,1.063,9.176,2859.6,54.559,58.316,56.156,49.844,0.778,1.561,10.215,19.911
188.77,164.81,1.125,8.479,8.412,1.066,9.17,2859.2,54.562,58.305,56.145,49.84,0.785,1.562,10.268,19.926
188.74,165.23,0.641,8.475,8.408,1.055,9.179,2862.6,54.578,58.262,56.113,49.754,0.781,1.562,10.268,20.116
188.72,165.24,0.547,8.479,8.429,1.063,9.174,2859.8,54.574,58.234,56.098,49.754,0.787,1.57,10.292,20.101
188.56,165.17,0.609,8.499,8.443,1.06,9.156,2859.4,54.578,58.223,56.125,49.766,0.783,1.57,10.292,20.158
188.66,165.54,0.766,8.512,8.455,1.073,9.16,2857.8,54.59,58.191,56.113,49.766,0.779,1.571,10.279,20.091
188.56,164.81,0.93,8.516,8.469,1.072,9.174,2858,54.578,58.168,56.125,49.844,0.782,1.551,10.279,19.847
188.59,165.1,1,8.472,8.417,1.061,9.174,2861,54.641,58.152,56.105,49.91,0.797,1.522,10.277,19.495
188.71,164.83,1.18,8.493,8.439,1.076,9.172,2859,54.641,58.141,56.117,49.922,0.813,1.529,10.277,19.553
188.48,165.38,0.617,8.475,8.41,1.097,9.172,2861,54.645,58.141,56.152,49.926,0.824,1.54,10.726,19.704
188.6,165.4,0.742,8.498,8.433,1.097,9.158,2857.8,54.645,58.141,56.156,49.852,0.827,1.561,10.726,19.98
188.58,165.04,0.641,8.511,8.464,1.109,9.164,2857.6,54.645,58.129,56.16,49.844,0.827,1.556,10.695,19.901
188.56,164.81,0.664,8.521,8.474,1.113,9.169,2858.8,54.641,58.117,56.16,49.762,0.837,1.588,10.695,20.229
188.67,165.25,0.906,8.497,8.439,1.114,9.176,2859.6,54.641,58.09,56.234,49.773,0.839,1.594,10.716,20.389
188.58,165.73,0.914,8.464,8.401,1.106,9.174,2859.2,54.633,58.062,56.238,49.762,0.85,1.606,10.716,20.436
188.56,165.22,0.836,8.452,8.399,1.108,9.158,2858.6,54.641,58.07,56.25,49.754,0.86,1.605,10.717,20.413
188.53,164.96,0.75,8.476,8.405,1.113,9.152,2858.8,54.633,58.07,56.238,49.766,0.862,1.601,10.717,20.433
188.55,164.63,0.742,8.503,8.44,1.111,9.15,2856.4,54.641,58.047,56.234,49.84,0.858,1.582,10.725,20.138
188.64,165.44,0.672,8.516,8.455,1.109,9.181,2859.4,54.641,58.074,56.254,49.828,0.851,1.575,10.725,20.175
188.61,165.48,0.641,8.51,8.448,1.604,9.147,2856.2,54.629,58.062,56.246,49.84,0.83,1.58,94.299,20.214
147.1,121.42,2.102,8.472,8.424,8.018,9.189,2319.2,54.645,58.129,56.262,49.84,0.788,1.587,94.299,20.185
146.22,120.9,1.969,8.493,8.429,7.349,9.165,2287,54.5,58.184,56.246,49.754,0.76,1.626,65.611,20.648
146.15,120.95,1.937,8.49,8.434,7.481,9.173,2286,54.539,58.301,56.328,49.746,0.757,1.624,65.611,20.704
146.16,120.93,1.922,8.505,8.443,7.484,9.152,2284.2,54.5,58.305,56.309,49.754,0.75,1.622,65.718,20.619
145.98,120.71,2.117,8.517,8.448,7.312,9.158,2282.2,54.566,58.348,56.328,49.75,0.75,1.622,65.718,20.636
146.22,121.11,1.922,8.531,8.467,7.476,9.14,2282.2,54.566,58.398,56.305,49.754,0.744,1.621,65.499,20.621
146.11,120.64,2.102,8.483,8.436,7.592,9.174,2283.8,54.645,58.465,56.316,49.84,0.775,1.6,65.499,20.403
145.98,120.79,1.891,8.488,8.432,7.297,9.205,2282,54.633,58.523,56.316,49.926,0.787,1.576,65.26,20.145
146.11,120.79,2.008,8.488,8.432,7.418,9.165,2280.4,54.645,58.543,56.32,49.926,0.783,1.582,65.26,20.108
146.03,120.93,1.953,8.492,8.435,7.439,9.158,2283.2,54.723,58.535,56.328,49.906,0.779,1.591,64.987,20.182
146.2,120.77,1.883,8.499,8.454,8.644,9.161,2281.4,54.719,58.547,56.32,49.898,0.787,1.589,64.987,20.226
189.37,0,0,8.536,8.487,0.001,9.16,2773.4,54.73,58.531,56.328,49.816,0.805,1.605,0,20.43
189.77,0,0,8.524,8.472,0.004,9.176,2859.4,54.645,58.531,56.328,49.793,0.809,1.611,0,20.503
189.61,0,0,8.49,8.437,0.005,9.176,2858.4,54.574,58.547,56.328,49.816,0.799,1.613,0,20.444
189.69,0,0,8.481,8.425,0.003,9.248,2857.4,54.496,58.504,56.328,49.812,0.794,1.604,0,20.43
189.73,0,0,8.491,8.434,0.003,9.196,2859.4,54.414,58.457,56.328,49.816,0.792,1.606,0,20.403
189.57,0,0,8.505,8.451,0.001,9.184,2858,54.332,58.383,56.281,49.906,0.786,1.575,0,19.97
189.66,0,0,8.535,8.479,0.003,9.156,2859.2,54.246,58.305,56.25,49.898,0.789,1.576,0,19.988
189.66,0,0,8.528,8.486,0.006,9.154,2859.8,54.246,58.305,56.234,49.891,0.789,1.567,0,19.968
189.75,0,0,8.534,8.472,0.003,9.156,2859.4,54.164,58.285,56.156,49.918,0.788,1.54,29.897,19.677
158.49,126.63,5.164,8.481,8.425,15.559,9.192,2696.4,54.066,58.23,56.141,49.926,0.742,1.541,29.897,19.672
141.88,116.43,1.992,8.476,8.415,7.862,9.196,2239,54.07,58.285,56.117,49.91,0.714,1.531,66.068,19.557
141.38,115.85,1.969,8.483,8.437,7.491,9.174,2220.4,54.082,58.293,56.102,49.832,0.718,1.55,66.068,19.894
141.32,116.01,1.937,8.493,8.446,7.477,9.149,2220.4,54.141,58.316,56.141,49.832,0.699,1.545,64.891,19.887
141.38,116.18,1.977,8.516,8.472,7.392,9.161,2219.6,54.246,58.312,56.125,49.832,0.688,1.546,64.891,19.842
141.39,116.1,2.062,8.498,8.435,7.546,9.144,2220,54.238,58.383,56.133,49.91,0.677,1.53,64.907,19.553
141.23,116.04,1.891,8.477,8.411,7.45,9.144,2219,54.324,58.383,56.117,49.918,0.68,1.533,64.907,19.701
141.29,115.85,2.078,8.453,8.407,7.498,9.176,2218.2,54.398,58.441,56.113,49.91,0.679,1.537,64.72,19.652
141.31,115.89,1.805,8.489,8.424,7.378,9.15,2219.2,54.473,58.465,56.152,49.918,0.682,1.544,64.72,19.694
141.13,115.78,2,8.491,8.44,4.646,9.153,2218.8,54.531,58.496,56.156,49.937,0.701,1.532,11.955,19.652
183.23,159.77,0.859,8.519,8.466,1.06,9.185,2643.2,54.574,58.504,56.16,49.926,0.737,1.553,11.955,19.915
188.72,164.96,0.875,8.526,8.458,1.098,9.167,2851.8,54.645,58.492,56.219,49.922,0.753,1.55,10.633,19.838
188.67,165.41,0.766,8.502,8.435,1.096,9.177,2853.6,54.641,58.469,56.238,49.934,0.777,1.557,10.633,19.992
188.59,165.32,0.687,8.463,8.418,1.097,9.209,2855.2,54.633,58.387,56.227,49.844,0.786,1.577,10.668,20.224
188.51,165.28,0.883,8.465,8.415,1.105,9.185,2856.8,54.641,58.371,56.238,49.844,0.785,1.588,10.668,20.187
188.77,165.16,0.609,8.474,8.425,1.106,9.189,2856.8,54.629,58.312,56.234,49.844,0.784,1.589,10.67,20.229
188.62,165.16,0.828,8.528,8.476,1.106,9.201,2855.8,54.645,58.312,56.316,49.922,0.777,1.579,10.67,20.142
188.48,165.16,0.633,8.538,8.474,1.107,9.152,2857,54.633,58.316,56.309,49.922,0.781,1.582,10.706,20.115
188.85,165.06,0.695,8.521,8.458,1.111,9.165,2856.6,54.641,58.301,56.246,49.926,0.779,1.563,10.706,19.994
188.58,165.07,0.695,8.501,8.433,1.079,9.158,2854.4,54.641,58.238,56.238,49.934,0.781,1.56,10.255,19.927
188.63,164.94,1.156,8.464,8.407,1.069,9.185,2857.6,54.656,58.23,56.238,49.922,0.779,1.555,10.255,19.977
188.61,165.51,0.492,8.47,8.42,1.073,9.187,2856,54.641,58.219,56.25,49.906,0.786,1.557,10.279,20.006
188.64,165.09,0.93,8.491,8.439,1.064,9.176,2855.8,54.645,58.195,56.254,49.934,0.794,1.562,10.279,19.952
188.67,165.38,0.422,8.531,8.469,1.076,9.166,2857.8,54.641,58.141,56.246,49.844,0.79,1.563,10.308,19.979
188.56,165.3,0.891,8.527,8.464,1.079,9.167,2856,54.641,58.137,56.172,49.852,0.789,1.56,10.308,20.046
188.61,165.04,1.023,8.503,8.437,1.069,9.174,2856,54.641,58.129,56.18,49.934,0.811,1.545,10.302,19.784
188.69,165.57,0.617,8.501,8.444,1.069,9.171,2858,54.629,58.113,56.227,49.926,0.843,1.565,10.302,20.031
188.69,165.28,0.477,8.458,8.403,1.069,9.142,2857.8,54.652,58.113,56.16,49.926,0.857,1.542,10.321,19.774
188.66,165.12,0.437,8.474,8.418,1.074,9.176,2858.2,54.633,58.07,56.16,49.926,0.857,1.543,10.321,19.808
188.64,165.19,0.797,8.495,8.44,1.1,9.159,2861.6,54.73,58.082,56.16,49.926,0.852,1.542,10.746,19.766
188.69,165.25,0.719,8.519,8.464,1.109,9.142,2856,54.719,58.074,56.152,49.937,0.853,1.535,10.746,19.756
188.56,164.96,0.672,8.528,8.477,1.107,9.172,2858.6,54.719,58.062,56.25,49.918,0.858,1.561,10.716,19.964
188.63,165.4,0.875,8.5,8.443,1.111,9.167,2857.4,54.719,58.059,56.234,49.922,0.864,1.562,10.716,19.977
188.61,165.45,0.781,8.474,8.424,1.113,9.219,2855.8,54.711,58.062,56.262,49.844,0.868,1.58,10.713,20.211
188.69,165.23,0.781,8.45,8.392,1.111,9.179,2857.6,54.73,58.062,56.25,49.844,0.866,1.58,10.713,20.162
188.69,165.12,0.742,8.495,8.44,1.114,9.184,2856.2,54.719,58.07,56.234,49.844,0.861,1.582,10.722,20.251
188.67,165.33,0.672,8.502,8.445,1.116,9.163,2856.2,54.734,58.059,56.246,49.922,0.849,1.561,10.722,19.984
188.56,165.4,0.633,8.512,8.449,1.119,9.146,2859,54.73,58.059,56.246,49.934,0.836,1.554,10.702,19.964
188.56,165.26,0.859,8.504,8.447,1.109,9.193,2857.6,54.723,58.047,56.328,49.918,0.833,1.578,10.702,20.162
188.43,165.18,0.766,8.481,8.435,1.3,9.152,2858.2,54.723,58.047,56.328,49.922,0.821,1.579,94.361,20.179
147.2,121.75,2.211,8.472,8.408,8.031,9.21,2320.8,54.641,58.059,56.309,49.906,0.792,1.573,94.361,20.061
146.13,121.03,1.969,8.479,8.427,7.511,9.16,2287.8,54.633,58.141,56.328,49.926,0.776,1.586,66.108,20.179
146.3,120.87,1.867,8.495,8.447,7.529,9.167,2285.4,54.645,58.223,56.316,49.91,0.766,1.586,66.108,20.25
146.33,120.87,1.945,8.507,8.458,7.557,9.149,2286,54.656,58.301,56.32,49.922,0.759,1.605,65.728,20.516
146.22,120.93,2.062,8.528,8.464,7.391,9.174,2285.6,54.629,58.32,56.32,49.832,0.77,1.604,65.728,20.445
146.24,121.13,1.953,8.511,8.443,7.33,9.154,2284.2,54.641,58.387,56.328,49.918,0.771,1.584,65.389,20.159
146.1,120.9,2.086,8.474,8.417,7.489,9.169,2281.6,54.73,58.457,56.32,49.91,0.756,1.583,65.389,20.149
146.11,120.84,2.055,8.462,8.413,7.474,9.164,2283.2,54.805,58.516,56.316,49.898,0.745,1.586,65.22,20.233
146.16,120.96,2.078,8.501,8.447,7.521,9.163,2283.4,54.805,58.535,56.332,49.926,0.743,1.586,65.22,20.174
145.91,120.69,2,8.533,8.484,7.5,9.181,2281.8,54.859,58.551,56.34,49.898,0.761,1.596,65.358,20.294
145.99,120.82,1.937,8.55,8.494,8.786,9.139,2282.6,54.855,58.562,56.34,49.898,0.788,1.591,65.358,20.258
189.31,0.086,0,8.525,8.469,0,9.165,2775.4,54.801,58.559,56.34,49.898,0.809,1.588,0,20.265
189.58,0,0,8.52,8.469,0.003,9.199,2859,54.723,58.559,56.328,49.906,0.824,1.587,0,20.245
189.82,0,0,8.472,8.418,0.003,9.166,2857.6,54.645,58.551,56.328,49.805,0.816,1.613,0,20.546
189.75,0,0,8.474,8.418,0.001,9.198,2858.2,54.633,58.516,56.32,49.824,0.802,1.615,0,20.509
189.48,0,0,8.501,8.443,0.003,9.183,2860.8,54.484,58.437,56.332,49.879,0.794,1.594,0,20.277
189.68,0,0,8.522,8.466,0.001,9.176,2861.6,54.473,58.348,56.32,49.898,0.789,1.59,0,20.27
189.59,0,0,8.531,8.481,0.006,9.17,2861.6,54.402,58.305,56.34,49.895,0.788,1.596,0,20.336
189.77,0,0,8.521,8.458,0.003,9.199,2861.4,54.246,58.223,56.254,49.891,0.784,1.57,0,20.103
189.64,0,0,8.486,8.432,0.004,9.193,2859.8,54.242,58.23,56.25,49.922,0.783,1.569,55.274,20.068
152.43,123.48,3.719,8.474,8.417,12.684,9.173,2541.6,54.238,58.211,56.246,49.91,0.751,1.566,55.274,19.984
141.71,116.19,2.031,8.477,8.427,7.716,9.173,2233.6,54.172,58.238,56.238,49.922,0.72,1.567,65.635,20.031
141.45,115.97,1.945,8.491,8.434,7.476,9.166,2222.4,54.164,58.305,56.238,49.918,0.701,1.57,65.635,20.021
141.32,115.94,1.836,8.524,8.479,7.408,9.136,2220.4,54.238,58.316,56.246,49.926,0.682,1.567,65.118,19.997
141.29,115.98,1.969,8.509,8.453,7.376,9.142,2222.8,54.254,58.312,56.25,49.828,0.668,1.575,65.118,20.28
141.13,115.96,1.969,8.5,8.441,7.437,9.179,2218.4,54.402,58.371,56.238,49.91,0.661,1.55,64.996,19.952
141.2,116.01,2,8.47,8.408,7.427,9.186,2219.6,54.465,58.426,56.223,49.918,0.67,1.561,64.996,19.984
141.2,116.05,1.922,8.477,8.424,7.404,9.158,2219.8,54.496,58.477,56.246,49.926,0.665,1.566,64.731,19.977
141.31,116.23,1.969,8.472,8.42,7.527,9.16,2219.6,54.641,58.469,56.328,49.91,0.66,1.588,64.731,20.257
141.27,115.89,1.992,8.516,8.448,4.796,9.149,2216.8,54.645,58.457,56.316,49.922,0.683,1.58,13.123,20.134
182.33,158.78,0.828,8.534,8.474,1.097,9.163,2638,54.641,58.543,56.328,49.922,0.719,1.578,13.123,20.125
188.55,165.4,0.687,8.526,8.469,1.12,9.164,2857.2,54.719,58.535,56.34,49.934,0.74,1.573,10.855,20.159
188.44,165.09,0.633,8.514,8.464,1.123,9.154,2857.6,54.719,58.469,56.34,49.922,0.757,1.583,10.855,20.257
188.59,165.26,0.664,8.463,8.402,1.126,9.191,2857.4,54.73,58.441,56.332,49.852,0.757,1.607,10.889,20.476
188.52,165.2,0.75,8.479,8.424,1.132,9.196,2857.6,54.723,58.395,56.32,49.852,0.748,1.598,10.889,20.418
188.59,165.02,0.664,8.509,8.447,1.134,9.161,2857.4,54.719,58.328,56.328,49.844,0.75,1.6,10.904,20.422
188.52,165.02,0.891,8.542,8.481,1.131,9.156,2858.8,54.73,58.316,56.316,49.852,0.765,1.593,10.904,20.383
188.64,164.81,0.641,8.543,8.493,1.129,9.133,2858,54.723,58.301,56.32,49.934,0.769,1.578,10.865,20.213
188.39,165.35,0.891,8.511,8.461,1.123,9.184,2856.4,54.73,58.316,56.328,49.922,0.771,1.576,10.865,20.134
188.59,165.19,0.828,8.484,8.425,1.105,9.169,2852.6,54.738,58.293,56.32,49.934,0.773,1.577,10.45,20.122
188.52,165.57,0.766,8.46,8.41,1.082,9.17,2855.8,54.719,58.234,56.328,49.91,0.78,1.578,10.45,20.159
188.81,165.3,1.125,8.467,8.41,1.094,9.205,2854.4,54.828,58.234,56.254,49.934,0.779,1.562,10.495,19.982
188.52,165.36,1.211,8.489,8.429,1.086,9.164,2854.2,54.723,58.211,56.254,49.937,0.781,1.567,10.495,20.004
188.63,164.99,0.469,8.488,8.434,1.094,9.126,2856.2,54.723,58.223,56.254,49.832,0.777,1.583,10.506,20.283
188.56,165.13,0.641,8.503,8.454,1.082,9.145,2855.8,54.797,58.156,56.25,49.84,0.775,1.574,10.506,20.206
188.61,164.79,0.508,8.491,8.434,1.086,9.187,2857.2,54.801,58.141,56.328,49.891,0.79,1.568,10.472,19.984
188.6,164.71,0.492,8.458,8.396,1.086,9.203,2857.8,54.805,58.145,56.332,49.926,0.788,1.587,10.472,20.117
188.84,165.02,0.852,8.458,8.398,1.101,9.181,2856,54.801,58.145,56.32,49.937,0.793,1.59,10.507,20.189
188.55,164.84,0.555,8.468,8.401,1.096,9.156,2857.2,54.797,58.125,56.328,49.922,0.817,1.582,10.507,20.208
188.62,165.43,0.719,8.488,8.438,1.111,9.161,2858.8,54.805,58.098,56.32,49.934,0.826,1.581,10.933,20.208
188.48,165.04,0.766,8.517,8.469,1.143,9.149,2854.8,54.816,58.113,56.32,49.934,0.834,1.581,10.933,20.142
188.42,165.32,0.695,8.505,8.446,1.138,9.149,2855.6,54.801,58.086,56.344,49.922,0.843,1.574,10.925,20.186
188.5,165.23,0.672,8.485,8.432,1.124,9.145,2852.4,54.812,58.062,56.344,49.937,0.854,1.586,10.925,20.243
188.53,165.19,0.727,8.465,8.407,1.132,9.172,2853.6,54.801,58.07,56.422,49.91,0.862,1.603,10.941,20.392
188.52,165.53,0.719,8.462,8.415,1.133,9.145,2855.2,54.812,58.082,56.398,49.922,0.872,1.597,10.941,20.36
188.56,165.38,0.695,8.482,8.418,1.143,9.174,2853.6,54.812,58.086,56.41,49.922,0.853,1.597,10.96,20.414
188.56,164.81,0.711,8.524,8.461,1.136,9.125,2853.4,54.805,58.07,56.41,49.926,0.841,1.596,10.96,20.36
188.55,165.35,0.719,8.531,8.472,1.131,9.133,2852.2,54.867,58.047,56.414,49.937,0.842,1.599,10.958,20.37
188.74,165.02,0.75,8.512,8.457,1.141,9.174,2853.8,54.805,58.047,56.398,50.012,0.84,1.575,10.958,20.095
188.4,165.05,0.852,8.46,8.415,2.709,9.161,2855.6,54.805,58.047,56.398,50,0.824,1.581,95.333,20.149
147.06,121.4,2.078,8.459,8.405,8.208,9.161,2318.4,54.73,58.113,56.414,50.012,0.784,1.604,95.333,20.353
146.08,120.88,1.992,8.472,8.415,7.649,9.167,2284.2,54.723,58.219,56.402,49.934,0.777,1.6,65.921,20.508
146.13,121.02,2.031,8.497,8.442,7.511,9.154,2282.2,54.734,58.301,56.41,49.91,0.764,1.595,65.921,20.491
146.2,120.9,1.992,8.502,8.454,7.305,9.141,2283.6,54.723,58.32,56.41,49.91,0.749,1.602,65.643,20.52
146.08,120.81,1.781,8.502,8.436,7.59,9.158,2284.2,54.805,58.367,56.402,49.906,0.719,1.604,65.643,20.459
145.91,120.63,1.922,8.505,8.437,7.446,9.151,2278.6,54.871,58.469,56.41,49.91,0.715,1.627,65.372,20.654
145.86,120.71,1.922,8.469,8.411,7.229,9.161,2281.6,54.898,58.543,56.492,49.918,0.72,1.631,65.372,20.63
145.87,120.69,2,8.455,8.403,7.435,9.182,2279.8,54.906,58.52,56.492,49.996,0.736,1.612,65.362,20.443
145.73,120.53,2.023,8.491,8.446,7.507,9.172,2281.6,54.906,58.551,56.496,50.004,0.743,1.616,65.362,20.418
145.97,120.77,2.086,8.499,8.443,7.278,9.146,2281.2,54.883,58.586,56.496,49.977,0.748,1.622,65.218,20.485
145.91,120.75,1.953,8.535,8.479,8.665,9.145,2280.2,54.965,58.625,56.492,49.988,0.779,1.604,65.218,20.458
188.98,0,0,8.514,8.454,0.004,9.152,2775,54.961,58.641,56.492,49.891,0.807,1.63,0,20.762
189.61,0,0,8.486,8.43,0.001,9.174,2855.6,54.855,58.613,56.504,49.945,0.822,1.628,0,20.73
189.69,0,0,8.462,8.408,0.005,9.156,2859,54.711,58.562,56.496,49.895,0.817,1.627,0,20.723
189.48,0,0,8.464,8.406,0.003,9.193,2857.6,54.641,58.551,56.508,49.891,0.803,1.628,0,20.762
189.59,0,0,8.497,8.448,0.005,9.178,2857.6,54.562,58.48,56.477,49.906,0.8,1.629,0,20.743
189.61,0,0,8.514,8.46,0.003,9.17,2857.6,54.492,58.387,56.48,49.898,0.808,1.607,0,20.494
189.55,0,0,8.517,8.46,0.003,9.154,2857.6,54.406,58.34,56.504,49.984,0.814,1.608,0,20.499
189.63,0,0,8.505,8.446,0.001,9.148,2857.2,54.332,58.305,56.492,49.984,0.82,1.584,0,20.299
189.48,0,0,8.488,8.435,0,9.142,2859.4,54.246,58.301,56.414,50.09,0.808,1.56,49.965,19.966
152.4,123.26,3.945,8.467,8.413,12.653,9.163,2537.8,54.254,58.285,56.414,50,0.765,1.584,49.965,20.207
141.99,116.66,2,8.449,8.391,7.741,9.181,2232.6,54.242,58.289,56.41,49.996,0.729,1.589,65.653,20.266
141.49,116.19,2.031,8.505,8.449,7.395,9.165,2224.2,54.258,58.312,56.422,49.91,0.709,1.59,65.653,20.334
141.66,116.2,2.031,8.492,8.44,7.479,9.142,2223.8,54.32,58.312,56.332,49.922,0.693,1.587,65.301,20.297
141.66,116.17,1.773,8.535,8.481,7.581,9.114,2221.8,54.406,58.383,56.34,49.91,0.687,1.583,65.301,20.292
141.61,116.04,1.664,8.497,8.436,7.556,9.15,2223.2,54.457,58.437,56.422,49.918,0.688,1.603,65.084,20.491
141.53,116.31,2.031,8.47,8.413,7.515,9.144,2223,54.578,58.453,56.414,49.988,0.684,1.575,65.084,20.188
141.51,116.06,2.156,8.448,8.399,7.369,9.166,2225.6,54.656,58.535,56.41,50.09,0.681,1.552,64.733,19.998
141.48,116.44,1.734,8.487,8.431,7.368,9.174,2220,54.645,58.543,56.41,50.082,0.677,1.562,64.733,19.978
141.47,115.81,1.898,8.511,8.455,4.473,9.141,2222,54.723,58.535,56.496,50.09,0.697,1.58,11.91,20.197
183.29,159.98,0.875,8.517,8.464,1.054,9.137,2652,54.719,58.535,56.496,50.09,0.734,1.583,11.91,20.165
188.51,164.94,0.727,8.509,8.455,1.101,9.166,2853.8,54.801,58.535,56.492,50.09,0.751,1.582,10.662,20.163
188.51,165.09,0.875,8.515,8.461,1.108,9.161,2854,54.812,58.531,56.492,50.004,0.77,1.596,10.662,20.335
188.5,165.02,0.742,8.499,8.442,1.109,9.212,2853.6,54.812,58.469,56.508,50.004,0.778,1.604,10.708,20.45
188.52,165.38,0.656,8.462,8.418,1.113,9.182,2854.8,54.805,58.437,56.496,50.012,0.784,1.61,10.708,20.467
188.42,164.63,0.906,8.459,8.407,1.111,9.191,2858.6,54.816,58.383,56.508,50.016,0.784,1.601,10.712,20.43
188.71,165.48,0.641,8.484,8.427,1.118,9.153,2855.4,54.84,58.32,56.492,50.105,0.792,1.58,10.712,20.148
188.56,165.06,0.852,8.514,8.458,1.115,9.161,2853.6,54.805,58.312,56.496,50.09,0.789,1.578,10.729,20.185
188.45,164.84,0.914,8.546,8.509,1.114,9.179,2852,54.801,58.316,56.441,50.094,0.787,1.576,10.729,20.177
188.56,165.3,0.75,8.509,8.455,1.094,9.149,2853.8,54.805,58.32,56.426,50.121,0.784,1.558,10.359,19.941
188.52,165,1.187,8.472,8.411,1.077,9.166,2854.4,54.859,58.305,56.426,50.098,0.783,1.566,10.359,19.932
188.47,165.19,1.023,8.474,8.415,1.069,9.159,2855.8,54.871,58.266,56.414,50.094,0.788,1.563,10.345,19.936
188.59,165.26,0.445,8.46,8.41,1.084,9.205,2854.2,54.867,58.23,56.414,50.094,0.793,1.586,10.345,20.217
188.63,165.02,1.148,8.463,8.415,1.075,9.17,2855.6,54.84,58.223,56.414,50.012,0.791,1.58,10.372,20.217
188.42,165.59,0.852,8.5,8.438,1.074,9.153,2855.8,54.879,58.199,56.422,50.016,0.8,1.563,10.372,19.929
188.41,165.22,0.773,8.524,8.476,1.071,9.134,2854,54.906,58.184,56.41,50.094,0.815,1.563,10.383,19.929
188.48,165.02,1.055,8.5,8.445,1.08,9.161,2855.6,54.871,58.152,56.426,50.148,0.838,1.535,10.383,19.813
188.55,165.04,0.672,8.486,8.425,1.084,9.127,2861,54.879,58.156,56.426,50.145,0.852,1.537,10.409,19.806
188.61,164.91,1.133,8.462,8.403,1.075,9.184,2855.8,54.898,58.137,56.41,50.133,0.858,1.554,10.409,19.739
188.69,165.18,0.766,8.442,8.391,1.103,9.161,2855.6,54.855,58.141,56.422,50.129,0.85,1.557,10.77,19.789
188.62,165.41,0.859,8.482,8.43,1.119,9.169,2854.2,54.895,58.125,56.422,50.137,0.85,1.546,10.77,19.71
188.45,164.99,0.641,8.5,8.438,1.122,9.158,2855.6,54.895,58.129,56.41,50.082,0.84,1.581,10.778,20.192
188.51,164.98,0.797,8.517,8.458,1.13,9.125,2861.4,54.898,58.125,56.504,50.098,0.831,1.58,10.778,20.126
188.56,165.24,0.727,8.498,8.45,1.118,9.176,2858.8,54.91,58.098,56.504,50.004,0.823,1.604,10.746,20.372
188.59,165.17,0.633,8.474,8.417,1.113,9.161,2855.8,54.895,58.102,56.496,50.012,0.813,1.598,10.746,20.372
188.48,165,0.633,8.485,8.432,1.109,9.161,2859.6,54.895,58.113,56.492,50,0.815,1.613,10.741,20.548
188.44,164.81,0.695,8.434,8.387,1.115,9.146,2857.2,54.891,58.098,56.543,50.078,0.823,1.587,10.741,20.236
188.63,165.09,0.906,8.487,8.434,1.109,9.129,2854,54.891,58.082,56.535,50.109,0.812,1.583,10.773,20.246
